tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalCharges_to_MonthlyCharges_ratio,customerID
13,Yes,Month-to-month,Electronic check,96.65,1244.5,Yes,12.876357992757372,5629
1,Yes,Month-to-month,Mailed check,20.05,20.05,Yes,1.0,5630
39,Yes,Month-to-month,Electronic check,103.45,3994.45,Yes,38.612373127114545,5631
3,No,Month-to-month,Mailed check,25.0,78.25,No,3.13,5632
58,Yes,Two year,Credit card (automatic),20.3,1131.5,No,55.73891625615764,5633
6,Yes,Month-to-month,Mailed check,26.35,184.05,No,6.9848197343453515,5634
1,Yes,Month-to-month,Electronic check,19.9,19.9,Yes,1.0,5635
22,Yes,Month-to-month,Mailed check,54.7,1178.75,No,21.549360146252283,5636
14,No,Month-to-month,Electronic check,46.35,667.7,Yes,14.405609492988134,5637
64,Yes,One year,Credit card (automatic),90.25,5629.15,No,62.37285318559557,5638
1,Yes,Month-to-month,Electronic check,19.95,19.95,Yes,1.0,5639
6,Yes,Month-to-month,Mailed check,20.65,109.3,No,5.292978208232446,5640
1,Yes,Month-to-month,Electronic check,79.6,79.6,Yes,1.0,5641
39,Yes,One year,Bank transfer (automatic),25.45,958.45,No,37.66011787819254,5642
20,Yes,One year,Mailed check,19.5,403.15,No,20.674358974358974,5643
1,Yes,Month-to-month,Electronic check,75.9,75.9,Yes,1.0,5644
1,Yes,Month-to-month,Electronic check,76.2,76.2,Yes,1.0,5645
64,Yes,One year,Credit card (automatic),66.15,4392.5,No,66.40211640211639,5646
1,Yes,Month-to-month,Mailed check,19.25,19.25,Yes,1.0,5647
46,Yes,Month-to-month,Credit card (automatic),69.1,3168.0,No,45.8465991316932,5648
28,No,One year,Electronic check,39.1,1096.6,No,28.046035805626595,5649
33,Yes,Month-to-month,Mailed check,20.05,669.45,No,33.38902743142145,5650
39,Yes,One year,Electronic check,59.8,2343.85,No,39.19481605351171,5651
42,Yes,Month-to-month,Electronic check,84.3,3588.4,Yes,42.56702253855279,5652
1,Yes,Month-to-month,Electronic check,48.6,48.6,No,1.0,5653
7,Yes,Month-to-month,Electronic check,79.0,522.95,Yes,6.619620253164557,5654
70,Yes,Two year,Credit card (automatic),105.35,7511.9,No,71.30422401518747,5655
65,Yes,Two year,Bank transfer (automatic),25.1,1725.0,No,68.72509960159363,5656
1,Yes,Month-to-month,Electronic check,49.75,49.75,No,1.0,5657
18,Yes,Month-to-month,Electronic check,94.75,1691.9,No,17.85646437994723,5658
24,Yes,Month-to-month,Electronic check,93.0,2248.05,No,24.172580645161293,5659
63,Yes,Two year,Bank transfer (automatic),71.9,4479.2,No,62.297635605006946,5660
44,Yes,One year,Mailed check,77.55,3471.1,No,44.75950999355255,5661
4,Yes,Month-to-month,Electronic check,19.85,63.0,No,3.1738035264483626,5662
1,Yes,Month-to-month,Electronic check,70.25,70.25,Yes,1.0,5663
37,Yes,Month-to-month,Electronic check,95.25,3314.15,No,34.79422572178478,5664
10,Yes,Month-to-month,Credit card (automatic),84.6,865.55,Yes,10.231087470449173,5665
34,No,Month-to-month,Bank transfer (automatic),25.05,852.7,No,34.03992015968064,5666
35,No,One year,Credit card (automatic),53.15,1930.9,No,36.329256820319856,5667
4,Yes,Month-to-month,Electronic check,20.15,91.4,No,4.535980148883375,5668
39,Yes,Month-to-month,Electronic check,101.25,3949.15,No,39.00395061728395,5669
43,Yes,One year,Bank transfer (automatic),100.55,4304.0,No,42.80457483838886,5670
17,Yes,Month-to-month,Mailed check,24.1,409.9,Yes,17.00829875518672,5671
61,Yes,Two year,Bank transfer (automatic),25.3,1554.9,No,61.458498023715414,5672
49,Yes,One year,Electronic check,71.8,3472.05,No,48.35724233983287,5673
4,Yes,One year,Mailed check,19.7,117.8,No,5.979695431472082,5674
64,No,Two year,Electronic check,49.85,3210.35,No,64.40020060180541,5675
3,Yes,Month-to-month,Mailed check,69.6,207.4,No,2.9798850574712645,5676
1,Yes,Month-to-month,Electronic check,19.75,19.75,No,1.0,5677
40,Yes,One year,Electronic check,80.8,3132.75,No,38.771658415841586,5678
1,Yes,Month-to-month,Electronic check,60.0,60.0,Yes,1.0,5679
8,Yes,Month-to-month,Electronic check,86.55,649.65,Yes,7.506065857885615,5680
1,Yes,Month-to-month,Mailed check,20.85,20.85,Yes,1.0,5681
34,Yes,One year,Bank transfer (automatic),64.2,2106.3,No,32.808411214953274,5682
1,No,Month-to-month,Electronic check,35.0,35.0,No,1.0,5683
39,No,Month-to-month,Electronic check,50.75,2011.4,Yes,39.63349753694582,5684
58,Yes,One year,Credit card (automatic),105.5,6205.5,Yes,58.81990521327014,5685
45,Yes,Two year,Electronic check,19.2,903.7,No,47.067708333333336,5686
6,Yes,Month-to-month,Bank transfer (automatic),85.15,503.6,Yes,5.914268937169701,5687
43,Yes,One year,Credit card (automatic),90.65,3882.3,No,42.82735797021511,5688
41,Yes,Two year,Mailed check,20.0,879.8,No,43.989999999999995,5689
5,Yes,Month-to-month,Electronic check,74.65,383.65,No,5.139316811788345,5690
72,No,Two year,Credit card (automatic),61.2,4390.25,No,71.73611111111111,5691
4,Yes,One year,Mailed check,19.95,68.2,No,3.4185463659147874,5692
9,Yes,Month-to-month,Mailed check,54.8,452.8,No,8.262773722627738,5693
72,Yes,Two year,Credit card (automatic),73.45,5329.0,No,72.55275697753574,5694
33,Yes,One year,Mailed check,51.45,1758.9,No,34.1865889212828,5695
72,Yes,Two year,Bank transfer (automatic),80.45,5737.6,No,71.31883157240522,5696
22,Yes,Month-to-month,Electronic check,54.2,1152.7,Yes,21.267527675276753,5697
70,Yes,One year,Electronic check,109.5,7674.55,Yes,70.08721461187214,5698
21,Yes,Month-to-month,Electronic check,104.4,2157.95,Yes,20.67001915708812,5699
15,Yes,Month-to-month,Electronic check,85.3,1219.85,No,14.300703399765533,5700
29,Yes,Month-to-month,Electronic check,79.3,2414.55,No,30.44829760403531,5701
15,Yes,Month-to-month,Bank transfer (automatic),76.5,1155.6,No,15.105882352941176,5702
71,Yes,Month-to-month,Credit card (automatic),105.1,7548.1,Yes,71.81826831588964,5703
72,Yes,Two year,Bank transfer (automatic),25.4,1809.35,No,71.23425196850394,5704
19,Yes,Month-to-month,Electronic check,86.85,1564.4,No,18.01266551525619,5705
1,Yes,Month-to-month,Mailed check,19.65,19.65,No,1.0,5706
1,Yes,Month-to-month,Electronic check,75.7,75.7,Yes,1.0,5707
2,Yes,Month-to-month,Electronic check,45.55,84.4,No,1.852908891328211,5708
11,Yes,Month-to-month,Credit card (automatic),78.1,864.85,No,11.073623559539053,5709
12,Yes,One year,Mailed check,19.3,228.75,No,11.852331606217616,5710
70,Yes,Two year,Electronic check,110.5,7752.05,No,70.15429864253394,5711
20,Yes,Month-to-month,Electronic check,90.8,1951.0,Yes,21.486784140969164,5712
23,Yes,Month-to-month,Bank transfer (automatic),20.3,470.6,No,23.182266009852217,5713
49,Yes,Two year,Credit card (automatic),81.35,4060.9,No,49.91886908420406,5714
4,Yes,Month-to-month,Electronic check,97.95,384.5,Yes,3.9254721796835117,5715
32,Yes,Month-to-month,Credit card (automatic),108.15,3432.9,Yes,31.742024965325935,5716
2,Yes,Month-to-month,Electronic check,55.3,108.65,No,1.964737793851718,5717
69,No,Two year,Credit card (automatic),56.55,3952.65,No,69.89655172413794,5718
6,Yes,Month-to-month,Credit card (automatic),80.5,463.05,Yes,5.752173913043478,5719
24,Yes,Two year,Mailed check,19.7,494.05,No,25.078680203045685,5720
32,Yes,One year,Credit card (automatic),104.05,3416.85,No,32.83853916386353,5721
27,Yes,Two year,Bank transfer (automatic),52.85,1498.65,No,28.35666982024598,5722
27,Yes,Month-to-month,Bank transfer (automatic),104.3,2867.75,Yes,27.495206136145733,5723
58,Yes,Month-to-month,Bank transfer (automatic),80.65,4807.35,No,59.60756354618723,5724
1,Yes,Month-to-month,Mailed check,71.35,71.35,Yes,1.0,5725
18,Yes,Two year,Credit card (automatic),24.65,471.35,No,19.121703853955378,5726
47,Yes,Two year,Bank transfer (automatic),21.3,1041.8,No,48.91079812206572,5727
70,Yes,Two year,Electronic check,110.2,7689.8,No,69.78039927404718,5728
13,Yes,Month-to-month,Electronic check,89.4,1132.35,Yes,12.666107382550333,5729
36,Yes,Month-to-month,Credit card (automatic),51.05,1815.0,No,35.55337904015671,5730
67,Yes,Two year,Mailed check,19.8,1311.3,No,66.22727272727272,5731
10,Yes,Month-to-month,Mailed check,19.9,199.45,No,10.022613065326633,5732
19,Yes,Month-to-month,Electronic check,87.3,1637.3,No,18.75486827033219,5733
71,Yes,Two year,Bank transfer (automatic),19.85,1326.35,No,66.81863979848866,5734
72,Yes,Two year,Mailed check,89.4,6376.55,No,71.32606263982103,5735
48,Yes,Two year,Mailed check,20.0,935.9,No,46.795,5736
1,Yes,Month-to-month,Mailed check,20.05,20.05,No,1.0,5737
18,Yes,Month-to-month,Electronic check,83.25,1611.15,No,19.353153153153155,5738
1,Yes,Month-to-month,Mailed check,20.6,20.6,Yes,1.0,5739
67,Yes,Two year,Bank transfer (automatic),102.9,6989.7,No,67.9271137026239,5740
69,No,Two year,Mailed check,39.1,2779.5,No,71.08695652173913,5741
19,Yes,Month-to-month,Electronic check,99.95,1931.75,Yes,19.327163581790895,5742
72,Yes,Two year,Mailed check,114.5,8331.95,No,72.76812227074237,5743
38,Yes,Two year,Mailed check,20.2,735.9,No,36.43069306930693,5744
40,Yes,One year,Electronic check,55.8,2283.3,No,40.91935483870968,5745
61,Yes,Two year,Mailed check,24.2,1445.2,No,59.719008264462815,5746
10,Yes,Month-to-month,Credit card (automatic),81.0,818.05,Yes,10.099382716049382,5747
32,Yes,One year,Credit card (automatic),72.8,2333.05,No,32.04739010989012,5748
21,Yes,Month-to-month,Credit card (automatic),99.85,1992.55,No,19.955433149724588,5749
59,Yes,One year,Electronic check,99.5,5890.0,No,59.19597989949749,5750
13,Yes,Month-to-month,Electronic check,70.15,916.75,Yes,13.068424803991446,5751
47,Yes,Two year,Credit card (automatic),20.25,1029.8,No,50.85432098765432,5752
69,Yes,Two year,Bank transfer (automatic),26.0,1796.55,No,69.09807692307692,5753
2,Yes,Month-to-month,Credit card (automatic),19.9,33.7,No,1.6934673366834174,5754
22,Yes,Month-to-month,Bank transfer (automatic),19.05,454.05,No,23.834645669291337,5755
15,Yes,Month-to-month,Electronic check,96.5,1392.25,No,14.427461139896373,5756
53,Yes,Two year,Credit card (automatic),19.85,1049.6,No,52.87657430730478,5757
28,Yes,Month-to-month,Mailed check,25.7,734.6,No,28.58365758754864,5758
22,Yes,One year,Mailed check,20.3,475.1,No,23.40394088669951,5759
1,Yes,Month-to-month,Mailed check,70.15,70.15,Yes,1.0,5760
16,Yes,Month-to-month,Electronic check,91.55,1540.05,No,16.82195521572911,5761
48,No,Two year,Mailed check,39.4,1978.65,No,50.21954314720813,5762
30,Yes,Month-to-month,Bank transfer (automatic),105.7,3181.8,No,30.10217596972564,5763
3,Yes,Month-to-month,Electronic check,70.25,229.7,No,3.269750889679715,5764
57,Yes,Two year,Electronic check,93.75,5625.55,No,60.00586666666667,5765
68,Yes,One year,Credit card (automatic),96.55,6581.9,Yes,68.17089590885551,5766
23,Yes,One year,Bank transfer (automatic),60.0,1347.15,No,22.4525,5767
65,Yes,Two year,Credit card (automatic),59.8,3808.2,No,63.68227424749164,5768
44,Yes,One year,Bank transfer (automatic),90.65,3974.15,No,43.84059569773855,5769
71,Yes,Two year,Bank transfer (automatic),109.0,7661.8,No,70.29174311926606,5770
37,Yes,One year,Credit card (automatic),68.1,2479.25,No,36.40602055800294,5771
12,Yes,Month-to-month,Mailed check,20.4,266.6,No,13.068627450980394,5772
69,Yes,Two year,Bank transfer (automatic),81.95,5601.4,No,68.35143380109822,5773
35,Yes,Month-to-month,Electronic check,60.55,1982.6,No,32.74318744838976,5774
5,Yes,Month-to-month,Bank transfer (automatic),65.6,339.9,No,5.1814024390243905,5775
58,Yes,Two year,Bank transfer (automatic),82.5,4828.05,No,58.52181818181818,5776
72,Yes,Two year,Bank transfer (automatic),82.3,5980.55,No,72.66767922235724,5777
72,Yes,Two year,Mailed check,68.15,4808.7,No,70.56052824651503,5778
1,Yes,Month-to-month,Credit card (automatic),20.3,20.3,No,1.0,5779
39,Yes,One year,Electronic check,95.55,3692.85,Yes,38.64835164835165,5780
53,Yes,One year,Credit card (automatic),20.2,1068.15,No,52.878712871287135,5781
27,Yes,Month-to-month,Electronic check,89.2,2383.6,No,26.7219730941704,5782
1,Yes,Month-to-month,Electronic check,69.65,69.65,Yes,1.0,5783
1,Yes,Month-to-month,Electronic check,89.3,89.3,Yes,1.0,5784
18,Yes,Month-to-month,Electronic check,74.8,1438.05,No,19.225267379679146,5785
46,Yes,Two year,Mailed check,20.2,917.45,No,45.41831683168317,5786
72,Yes,Two year,Credit card (automatic),84.4,6096.45,No,72.23281990521326,5787
36,Yes,Month-to-month,Electronic check,87.55,3078.1,Yes,35.15819531696174,5788
4,No,Month-to-month,Electronic check,25.15,99.95,No,3.974155069582505,5789
25,Yes,Two year,Credit card (automatic),19.8,475.2,No,24.0,5790
40,No,Month-to-month,Electronic check,50.85,2036.55,No,40.050147492625364,5791
63,Yes,Month-to-month,Electronic check,102.4,6444.05,No,62.93017578125,5792
15,Yes,Month-to-month,Mailed check,96.3,1426.75,Yes,14.815680166147457,5793
14,Yes,Month-to-month,Credit card (automatic),55.5,767.55,No,13.82972972972973,5794
72,Yes,Two year,Bank transfer (automatic),109.75,7932.5,No,72.27790432801822,5795
39,Yes,Month-to-month,Electronic check,106.4,4040.65,No,37.97603383458647,5796
47,No,Two year,Credit card (automatic),60.0,2768.65,No,46.14416666666667,5797
19,Yes,Month-to-month,Credit card (automatic),88.8,1672.35,No,18.83277027027027,5798
5,Yes,Month-to-month,Electronic check,85.2,474.8,Yes,5.572769953051643,5799
13,No,Month-to-month,Electronic check,35.1,446.1,Yes,12.709401709401709,5800
17,Yes,Month-to-month,Bank transfer (automatic),80.05,1345.65,No,16.81011867582761,5801
34,Yes,Month-to-month,Electronic check,75.55,2425.4,No,32.10324288550629,5802
42,Yes,Month-to-month,Electronic check,49.55,2077.95,No,41.9364278506559,5803
5,Yes,Month-to-month,Electronic check,81.3,416.3,Yes,5.120541205412055,5804
71,Yes,Two year,Credit card (automatic),23.9,1663.5,No,69.60251046025105,5805
19,Yes,Month-to-month,Bank transfer (automatic),66.4,1286.05,No,19.368222891566262,5806
2,Yes,Month-to-month,Electronic check,19.6,35.85,Yes,1.8290816326530612,5807
57,Yes,Two year,Credit card (automatic),18.8,1094.35,No,58.210106382978715,5808
72,Yes,Two year,Electronic check,108.4,7719.5,No,71.21309963099631,5809
6,Yes,Month-to-month,Mailed check,85.95,514.6,No,5.987201861547411,5810
17,Yes,Month-to-month,Electronic check,85.45,1451.6,Yes,16.9877121123464,5811
61,Yes,Two year,Bank transfer (automatic),80.9,4932.5,No,60.97033374536464,5812
1,Yes,Month-to-month,Electronic check,71.0,71.0,Yes,1.0,5813
48,Yes,Two year,Credit card (automatic),111.8,5443.65,No,48.69096601073345,5814
16,Yes,Month-to-month,Credit card (automatic),20.6,330.25,No,16.03155339805825,5815
9,Yes,Month-to-month,Electronic check,85.05,746.5,Yes,8.777189888300999,5816
3,Yes,Month-to-month,Electronic check,44.6,122.7,No,2.7511210762331837,5817
1,Yes,Month-to-month,Electronic check,44.4,44.4,Yes,1.0,5818
65,Yes,Two year,Credit card (automatic),105.1,6631.85,No,63.10038058991437,5819
70,Yes,Two year,Credit card (automatic),115.15,8250.0,No,71.6456795484151,5820
60,Yes,One year,Mailed check,59.8,3561.15,No,59.55100334448161,5821
69,Yes,One year,Electronic check,26.3,1763.55,No,67.0551330798479,5822
35,Yes,Month-to-month,Electronic check,70.55,2419.0,No,34.28773919206237,5823
22,Yes,Month-to-month,Mailed check,20.05,470.2,No,23.45137157107232,5824
66,Yes,Two year,Bank transfer (automatic),79.85,5234.95,No,65.55979962429555,5825
1,Yes,Month-to-month,Electronic check,70.3,70.3,Yes,1.0,5826
1,Yes,Month-to-month,Bank transfer (automatic),79.35,79.35,Yes,1.0,5827
34,Yes,Month-to-month,Credit card (automatic),90.05,3097.0,No,34.39200444197668,5828
72,Yes,Two year,Bank transfer (automatic),24.45,1709.1,No,69.90184049079754,5829
31,No,One year,Electronic check,59.95,1848.8,No,30.83903252710592,5830
30,Yes,One year,Bank transfer (automatic),25.35,723.3,No,28.532544378698223,5831
9,Yes,Month-to-month,Bank transfer (automatic),90.8,809.75,Yes,8.91795154185022,5832
20,Yes,Month-to-month,Electronic check,70.45,1470.95,Yes,20.879347054648687,5833
19,No,Month-to-month,Credit card (automatic),34.3,577.15,No,16.8265306122449,5834
65,Yes,Month-to-month,Electronic check,105.05,6914.95,No,65.82532127558305,5835
30,Yes,Two year,Mailed check,19.3,602.9,No,31.238341968911914,5836
6,Yes,One year,Mailed check,19.15,124.4,No,6.496083550913839,5837
2,No,Month-to-month,Electronic check,51.4,96.8,No,1.8832684824902723,5838
53,Yes,Month-to-month,Electronic check,71.85,3827.9,No,53.276270006958946,5839
7,Yes,Month-to-month,Electronic check,75.4,533.05,No,7.069628647214853,5840
61,Yes,One year,Bank transfer (automatic),49.7,2961.4,No,59.585513078470825,5841
70,No,One year,Electronic check,45.25,3264.45,Yes,72.14254143646409,5842
13,Yes,Month-to-month,Electronic check,78.75,995.35,No,12.63936507936508,5843
35,Yes,One year,Bank transfer (automatic),81.6,2815.25,No,34.50061274509804,5844
2,Yes,Month-to-month,Credit card (automatic),70.4,154.8,No,2.1988636363636362,5845
3,Yes,Month-to-month,Electronic check,75.8,246.3,Yes,3.24934036939314,5846
3,Yes,Month-to-month,Electronic check,76.1,257.6,No,3.385019710906702,5847
62,Yes,One year,Bank transfer (automatic),94.0,5757.2,No,61.246808510638296,5848
72,Yes,Two year,Credit card (automatic),103.95,7517.7,No,72.32034632034632,5849
63,Yes,Two year,Bank transfer (automatic),19.95,1234.8,No,61.89473684210526,5850
20,Yes,Month-to-month,Credit card (automatic),71.3,1389.2,Yes,19.483870967741936,5851
35,Yes,One year,Bank transfer (automatic),110.8,3836.3,No,34.62364620938629,5852
21,Yes,Month-to-month,Electronic check,69.1,1474.75,Yes,21.342257597684515,5853
62,Yes,One year,Electronic check,96.1,6001.45,No,62.450052029136316,5854
15,Yes,Month-to-month,Mailed check,48.8,720.1,No,14.756147540983608,5855
55,Yes,Month-to-month,Credit card (automatic),50.55,2832.75,No,56.03857566765579,5856
11,Yes,Month-to-month,Mailed check,44.65,472.25,No,10.576707726763718,5857
17,Yes,Month-to-month,Electronic check,88.25,1460.65,Yes,16.551274787535412,5858
61,Yes,One year,Bank transfer (automatic),19.45,1336.35,No,68.706940874036,5859
71,Yes,Two year,Credit card (automatic),89.3,6388.65,No,71.5414333706607,5860
2,Yes,Month-to-month,Bank transfer (automatic),70.0,153.05,Yes,2.1864285714285714,5861
35,Yes,Two year,Mailed check,19.25,677.9,No,35.215584415584416,5862
17,Yes,Month-to-month,Bank transfer (automatic),70.5,1165.6,No,16.53333333333333,5863
21,Yes,Month-to-month,Electronic check,97.35,2119.5,Yes,21.77195685670262,5864
47,Yes,Two year,Bank transfer (automatic),19.65,921.55,No,46.89821882951654,5865
3,Yes,Month-to-month,Mailed check,20.85,72.0,No,3.4532374100719423,5866
3,Yes,Month-to-month,Mailed check,19.65,68.35,No,3.4783715012722647,5867
44,Yes,Two year,Credit card (automatic),19.35,847.25,No,43.78552971576227,5868
1,Yes,Month-to-month,Mailed check,44.0,44.0,No,1.0,5869
44,Yes,One year,Electronic check,94.4,4295.35,No,45.50158898305085,5870
5,Yes,Month-to-month,Bank transfer (automatic),25.9,135.0,Yes,5.212355212355213,5871
24,Yes,Month-to-month,Bank transfer (automatic),55.65,1400.55,Yes,25.16711590296496,5872
1,Yes,Month-to-month,Electronic check,69.65,69.65,Yes,1.0,5873
18,Yes,Month-to-month,Electronic check,75.4,1380.4,No,18.307692307692307,5874
10,Yes,Month-to-month,Electronic check,100.6,1060.2,Yes,10.538767395626243,5875
65,Yes,Two year,Bank transfer (automatic),71.0,4386.2,No,61.777464788732395,5876
1,Yes,Month-to-month,Electronic check,86.0,86.0,Yes,1.0,5877
53,Yes,One year,Credit card (automatic),106.95,5785.5,Yes,54.09537166900421,5878
3,Yes,One year,Mailed check,21.2,52.05,No,2.455188679245283,5879
33,Yes,Two year,Mailed check,61.05,2018.4,No,33.06142506142506,5880
3,No,Month-to-month,Electronic check,29.6,79.45,Yes,2.6841216216216215,5881
34,Yes,One year,Bank transfer (automatic),79.95,2727.3,No,34.112570356472794,5882
