tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,MonthlyCharges_to_TotalCharges_Ratio
72,1,Two year,Bank transfer (automatic),109.2,7711.45,0,0.014160760946384921
5,1,Month-to-month,Mailed check,19.35,126.05,1,0.15351051170170568
26,1,Month-to-month,Credit card (automatic),85.8,2193.65,0,0.039112894035055724
3,1,Month-to-month,Mailed check,19.85,64.55,1,0.30751355538342373
2,1,Month-to-month,Electronic check,19.65,31.2,0,0.6298076923076923
2,1,One year,Bank transfer (automatic),20.5,38.25,0,0.5359477124183006
36,1,One year,Credit card (automatic),89.65,3348.1,0,0.026776380633792302
7,1,Month-to-month,Mailed check,74.35,533.6,0,0.13933658170914542
60,0,Two year,Credit card (automatic),49.45,2907.55,0,0.017007446131622844
19,1,Month-to-month,Electronic check,89.1,1620.8,0,0.05497285291214215
45,1,Two year,Credit card (automatic),75.15,3480.35,0,0.02159265591104343
4,1,Month-to-month,Electronic check,70.65,293.85,0,0.24042879019908117
31,1,Month-to-month,Electronic check,104.2,3243.45,1,0.03212628528264657
47,1,Month-to-month,Electronic check,90.05,4137.2,0,0.021765928647394375
1,1,Month-to-month,Electronic check,79.25,79.25,1,1.0
1,1,Month-to-month,Bank transfer (automatic),44.9,44.9,1,1.0
1,1,Month-to-month,Credit card (automatic),19.4,19.4,0,1.0
59,1,Month-to-month,Credit card (automatic),88.75,5348.65,0,0.01659297205836987
10,1,Month-to-month,Electronic check,70.1,659.65,1,0.10626847570681422
35,1,Month-to-month,Credit card (automatic),91.0,3180.5,0,0.028611853482156894
4,0,Month-to-month,Electronic check,29.65,118.5,1,0.250210970464135
32,1,One year,Electronic check,90.8,3023.85,0,0.03002794450782942
43,1,Month-to-month,Electronic check,77.85,3365.85,1,0.023129372966709746
4,1,Month-to-month,Electronic check,54.3,195.3,1,0.27803379416282636
54,1,Two year,Mailed check,18.95,1031.1,0,0.018378430802056058
11,1,Month-to-month,Bank transfer (automatic),95.15,997.65,1,0.09537412920362853
66,1,Two year,Bank transfer (automatic),102.4,6471.85,0,0.01582236918346377
61,1,One year,Electronic check,99.9,6241.35,0,0.016006152515080873
72,1,Two year,Credit card (automatic),88.7,6501.35,0,0.013643320233489967
44,0,One year,Electronic check,54.3,2317.1,0,0.023434465495662683
41,1,Month-to-month,Bank transfer (automatic),55.7,2237.55,0,0.024893298473777123
50,1,One year,Electronic check,103.95,5231.3,0,0.01987077781813316
47,1,One year,Credit card (automatic),110.85,5275.8,1,0.021011031502331398
8,1,Two year,Mailed check,20.15,165.5,0,0.12175226586102718
18,1,Month-to-month,Mailed check,20.05,358.5,0,0.055927475592747564
72,1,Two year,Credit card (automatic),91.95,6614.9,0,0.01390043689247003
1,1,Month-to-month,Electronic check,80.5,80.5,1,1.0
42,1,Month-to-month,Electronic check,55.65,2421.75,0,0.022979250541963456
18,1,Month-to-month,Electronic check,74.7,1294.6,0,0.05770122045419435
13,1,One year,Credit card (automatic),104.15,1299.1,0,0.08017088753752599
68,1,One year,Bank transfer (automatic),83.65,5733.4,0,0.014589946628527577
4,1,Month-to-month,Bank transfer (automatic),72.2,305.55,1,0.2362952053673703
69,1,Two year,Credit card (automatic),110.05,7430.75,0,0.014810079736231201
17,1,Month-to-month,Mailed check,51.5,900.5,1,0.05719044975013881
25,1,Two year,Credit card (automatic),25.5,630.6,0,0.040437678401522355
43,1,Month-to-month,Mailed check,89.55,3856.75,1,0.023219031568030075
59,1,Two year,Credit card (automatic),19.5,1222.65,0,0.01594896331738437
5,1,Month-to-month,Electronic check,80.7,374.8,0,0.21531483457844183
21,1,One year,Mailed check,77.5,1625.0,1,0.047692307692307694
69,1,One year,Credit card (automatic),105.1,7234.8,0,0.014527008348537623
13,0,Month-to-month,Bank transfer (automatic),25.15,331.85,0,0.07578725327708301
42,1,Month-to-month,Bank transfer (automatic),95.25,3959.35,1,0.024056979049591472
52,1,Month-to-month,Credit card (automatic),95.65,5088.4,0,0.018797657416869746
46,1,Month-to-month,Electronic check,85.0,3969.4,1,0.02141381569002872
61,1,Two year,Bank transfer (automatic),80.8,4860.85,0,0.01662260715718444
29,0,One year,Mailed check,24.85,788.05,0,0.03153353213628577
25,1,One year,Credit card (automatic),54.75,1266.35,0,0.043234492833734754
5,1,Month-to-month,Electronic check,85.75,470.95,1,0.1820787769402272
15,0,One year,Electronic check,50.75,688.2,0,0.07374309793664632
19,1,Two year,Mailed check,20.15,387.7,0,0.051973175135413975
44,1,Two year,Mailed check,20.05,845.25,0,0.023720792664892045
6,1,Month-to-month,Electronic check,98.25,560.6,1,0.17525865144488048
58,1,Two year,Credit card (automatic),71.6,4230.25,0,0.016925713610306717
62,1,One year,Credit card (automatic),81.45,4983.05,0,0.016345410943097098
70,0,One year,Bank transfer (automatic),58.4,4113.15,0,0.014198363784447443
1,0,Month-to-month,Mailed check,25.7,25.7,1,1.0
10,0,Two year,Credit card (automatic),53.7,521.0,0,0.10307101727447217
26,1,One year,Bank transfer (automatic),19.6,471.85,0,0.04153862456289075
66,1,Month-to-month,Credit card (automatic),89.4,5976.9,0,0.014957586708828994
7,1,Month-to-month,Electronic check,69.0,506.9,1,0.13612152298283686
51,1,One year,Bank transfer (automatic),84.2,4299.75,0,0.019582533868248153
72,1,Two year,Credit card (automatic),106.1,7548.6,0,0.014055586466364622
65,1,Two year,Mailed check,25.75,1654.75,0,0.015561263030669285
2,1,Month-to-month,Bank transfer (automatic),46.05,80.35,1,0.5731176104542626
70,1,One year,Bank transfer (automatic),64.95,4551.5,0,0.014270020872239922
72,1,Two year,Credit card (automatic),85.45,6227.5,0,0.0137213970293055
1,1,Month-to-month,Mailed check,20.05,20.05,0,1.0
1,1,Month-to-month,Mailed check,76.4,76.4,1,1.0
5,1,Month-to-month,Electronic check,100.5,514.0,1,0.19552529182879377
3,1,Month-to-month,Mailed check,20.7,57.5,0,0.36
58,1,Two year,Credit card (automatic),25.3,1474.35,0,0.017160104452809716
22,0,Month-to-month,Mailed check,40.05,880.2,1,0.04550102249488752
33,1,Month-to-month,Bank transfer (automatic),100.6,3270.25,0,0.030762174145707512
1,1,Month-to-month,Electronic check,69.95,69.95,1,1.0
54,1,Month-to-month,Bank transfer (automatic),74.0,3919.15,0,0.01888164525471084
72,1,Two year,Electronic check,99.4,7285.7,0,0.013643164006203934
1,1,Month-to-month,Electronic check,93.3,93.3,1,1.0
3,1,Month-to-month,Electronic check,49.15,169.05,1,0.2907423839100857
72,1,Two year,Credit card (automatic),107.45,7658.3,0,0.014030528968570048
72,1,Two year,Credit card (automatic),83.6,5959.3,0,0.01402849327941201
54,1,Month-to-month,Credit card (automatic),99.05,5295.7,0,0.018703854070283438
59,1,One year,Electronic check,80.1,4693.2,0,0.01706724622858604
54,1,Two year,Bank transfer (automatic),65.3,3512.9,0,0.0185886304762447
60,1,Two year,Electronic check,89.55,5231.2,0,0.017118443187031655
60,0,Two year,Credit card (automatic),60.8,3603.45,0,0.016872719199655887
3,1,Month-to-month,Electronic check,74.5,217.45,0,0.3426074959760865
69,1,Two year,Bank transfer (automatic),99.15,6875.35,0,0.014421084017540926
1,1,Month-to-month,Electronic check,19.25,19.25,0,1.0
50,0,Month-to-month,Credit card (automatic),39.45,2021.35,0,0.01951665965814926
56,0,Month-to-month,Credit card (automatic),44.85,2564.95,0,0.017485720969219673
60,1,Two year,Electronic check,97.2,5611.75,0,0.01732080010691852
69,1,One year,Mailed check,110.55,7610.1,0,0.014526747348917884
1,0,Month-to-month,Mailed check,35.05,35.05,1,1.0
1,1,Month-to-month,Electronic check,73.0,73.0,1,1.0
3,1,Month-to-month,Mailed check,19.9,45.75,0,0.4349726775956284
60,1,Two year,Bank transfer (automatic),76.95,4543.95,0,0.016934605354372297
13,0,Two year,Mailed check,35.4,450.4,0,0.07859680284191829
62,1,Two year,Bank transfer (automatic),20.45,1297.35,0,0.015762901298801403
45,1,One year,Bank transfer (automatic),96.75,4442.75,0,0.021777052501266107
25,0,One year,Electronic check,54.2,1423.15,0,0.038084530794364614
44,1,Two year,Bank transfer (automatic),100.1,4378.35,0,0.022862493861842928
2,1,Month-to-month,Mailed check,45.25,74.2,0,0.6098382749326146
33,1,Month-to-month,Credit card (automatic),83.85,2716.3,1,0.030869197069543126
1,1,Month-to-month,Electronic check,70.1,70.1,1,1.0
22,1,One year,Bank transfer (automatic),20.85,450.65,0,0.04626650393875514
35,0,Month-to-month,Mailed check,33.45,1175.85,0,0.028447506059446362
29,1,Two year,Mailed check,20.2,558.8,0,0.03614889047959914
27,1,One year,Electronic check,85.9,2220.1,0,0.03869195081302645
54,1,One year,Electronic check,61.0,3283.05,0,0.01858028357777067
2,1,Month-to-month,Electronic check,70.65,142.35,1,0.4963119072708114
57,1,One year,Electronic check,86.9,4939.25,0,0.01759376423546085
62,1,Two year,Bank transfer (automatic),69.4,4237.5,0,0.016377581120943955
15,1,One year,Credit card (automatic),20.35,335.95,0,0.06057449025152553
2,1,Month-to-month,Mailed check,20.35,33.2,1,0.6129518072289156
70,1,Two year,Bank transfer (automatic),104.3,7188.5,0,0.014509285664603185
21,1,Month-to-month,Electronic check,44.95,926.25,0,0.04852901484480432
23,1,One year,Electronic check,49.45,1119.35,0,0.04417742439808818
6,1,One year,Mailed check,20.6,116.6,0,0.17667238421955406
4,1,Two year,Credit card (automatic),19.55,68.8,0,0.28415697674418605
3,1,Month-to-month,Credit card (automatic),99.0,287.4,1,0.3444676409185804
23,1,Month-to-month,Electronic check,93.5,2341.55,0,0.039930815058401486
26,0,One year,Credit card (automatic),54.55,1362.85,0,0.04002641523278424
8,1,Month-to-month,Mailed check,20.05,163.6,0,0.12255501222493888
26,1,Month-to-month,Electronic check,83.95,2254.2,1,0.03724159346996718
2,1,Month-to-month,Electronic check,79.45,145.15,0,0.5473647950396142
67,1,Two year,Credit card (automatic),116.2,7752.3,1,0.01498910000902958
71,1,Two year,Bank transfer (automatic),93.7,6585.35,1,0.014228552772441859
59,1,One year,Credit card (automatic),79.85,4786.1,0,0.016683729968032426
39,1,One year,Electronic check,100.0,3835.55,0,0.02607188017363872
21,1,Two year,Mailed check,19.6,397.0,0,0.049370277078085646
1,1,Month-to-month,Mailed check,19.7,19.7,1,1.0
48,1,Two year,Bank transfer (automatic),20.2,1027.25,0,0.019664151861766854
31,0,One year,Credit card (automatic),50.4,1580.1,0,0.03189671539775964
64,1,One year,Electronic check,113.35,7222.75,0,0.015693468554221036
46,1,Month-to-month,Bank transfer (automatic),80.0,3769.7,0,0.02122184789240523
52,1,Two year,Bank transfer (automatic),80.95,4233.95,0,0.019119262154725494
67,1,Two year,Mailed check,24.9,1680.25,0,0.014819223329861627
67,1,Month-to-month,Electronic check,54.9,3725.5,0,0.014736277009797343
5,1,Month-to-month,Electronic check,75.55,413.65,1,0.1826423304726218
71,1,Two year,Electronic check,109.25,7707.7,0,0.014174137550760928
9,1,Month-to-month,Bank transfer (automatic),77.65,714.15,1,0.1087306588251768
26,1,Month-to-month,Electronic check,95.0,2497.2,1,0.038042607720647124
71,1,One year,Bank transfer (automatic),116.3,8309.55,0,0.013995944425390065
32,1,Month-to-month,Bank transfer (automatic),19.9,601.55,0,0.03308120688222093
2,1,Month-to-month,Electronic check,70.35,139.25,0,0.5052064631956912
71,1,Two year,Credit card (automatic),25.6,1888.25,0,0.01355752681053886
60,0,One year,Electronic check,44.45,2773.9,0,0.016024370020548687
55,1,One year,Electronic check,100.15,5409.75,0,0.018512870280512038
54,1,One year,Credit card (automatic),105.4,5643.4,1,0.01867668426834887
2,1,Month-to-month,Electronic check,95.85,197.7,1,0.48482549317147194
6,1,Month-to-month,Mailed check,73.85,401.3,0,0.18402691253426362
48,1,Two year,Credit card (automatic),70.1,3238.4,0,0.021646492094861657
63,1,Two year,Mailed check,25.25,1573.05,0,0.016051619465369822
1,1,Month-to-month,Electronic check,79.15,79.15,1,1.0
12,1,Month-to-month,Credit card (automatic),21.05,235.8,0,0.08927056827820186
54,0,Month-to-month,Bank transfer (automatic),24.95,1364.75,0,0.018281736581791535
30,1,One year,Electronic check,64.5,1985.15,0,0.03249124751278241
30,1,Month-to-month,Bank transfer (automatic),19.65,655.85,1,0.02996111915834413
4,1,Month-to-month,Electronic check,79.0,303.15,1,0.26059706415965694
40,1,One year,Credit card (automatic),105.95,4335.2,0,0.02443947222734822
9,1,Month-to-month,Electronic check,75.85,647.5,0,0.11714285714285713
17,1,Month-to-month,Electronic check,91.85,1574.45,1,0.05833783225888405
62,0,Two year,Credit card (automatic),43.6,2748.7,0,0.015862043875286502
28,1,One year,Bank transfer (automatic),91.25,2483.65,0,0.036740281440621664
70,1,Two year,Credit card (automatic),89.75,6367.2,0,0.014095677848976003
46,1,Two year,Bank transfer (automatic),104.4,4904.2,0,0.021287875698380983
23,1,Month-to-month,Mailed check,90.15,2044.95,0,0.044084207437834665
47,0,One year,Electronic check,40.3,1794.8,0,0.022453755293068863
68,1,Two year,Bank transfer (automatic),105.25,7173.15,0,0.014672772770679549
60,1,One year,Electronic check,106.0,6441.4,1,0.016456049927034498
67,1,Two year,Electronic check,104.0,7039.05,0,0.014774721020592267
14,1,Month-to-month,Electronic check,69.65,921.4,0,0.07559149120902975
57,1,Month-to-month,Electronic check,74.3,4018.35,0,0.018490176316149663
55,1,One year,Mailed check,100.9,5448.6,0,0.018518518518518517
1,1,Month-to-month,Mailed check,20.25,20.25,0,1.0
1,1,Month-to-month,Mailed check,49.9,49.9,1,1.0
23,1,Month-to-month,Credit card (automatic),96.9,2085.45,0,0.0464647917715601
13,1,Month-to-month,Electronic check,100.35,1358.85,1,0.07384921072966111
47,1,Month-to-month,Electronic check,104.1,5135.15,0,0.02027204658091779
38,1,One year,Mailed check,20.1,730.1,0,0.027530475277359266
38,1,Month-to-month,Bank transfer (automatic),74.95,2869.85,1,0.02611634754429674
2,1,Month-to-month,Credit card (automatic),56.55,118.25,0,0.4782241014799154
1,1,Month-to-month,Credit card (automatic),49.25,49.25,1,1.0
15,1,Month-to-month,Bank transfer (automatic),68.6,1108.6,0,0.06187984845751398
26,1,Month-to-month,Credit card (automatic),69.05,1815.65,0,0.038030457411946134
35,1,Two year,Credit card (automatic),19.7,730.4,0,0.026971522453450164
3,1,Month-to-month,Mailed check,20.05,75.45,0,0.26573889993373095
50,1,Month-to-month,Electronic check,103.7,5071.05,1,0.020449413829483044
42,1,Month-to-month,Electronic check,94.4,4014.6,0,0.02351417326757336
10,1,Month-to-month,Credit card (automatic),54.95,568.85,0,0.09659840028126923
61,1,One year,Bank transfer (automatic),93.7,5860.7,0,0.015987851280563757
68,1,Two year,Credit card (automatic),110.25,7279.35,0,0.015145583053431968
10,1,One year,Electronic check,98.9,1064.95,0,0.09286820977510682
65,1,One year,Electronic check,89.75,5769.6,1,0.015555671103716027
72,1,Two year,Bank transfer (automatic),80.45,5886.85,0,0.013666052303014346
55,1,Month-to-month,Electronic check,79.4,4238.45,0,0.018733263339192396
1,1,Month-to-month,Mailed check,20.3,20.3,1,1.0
7,1,Month-to-month,Bank transfer (automatic),62.8,418.3,0,0.15013148458044465
2,1,Month-to-month,Mailed check,74.9,136.05,0,0.5505328923190004
9,1,Month-to-month,Electronic check,74.85,708.2,0,0.10569048291443094
27,1,Two year,Credit card (automatic),25.85,788.55,0,0.03278168790818591
7,1,Month-to-month,Electronic check,101.95,700.85,1,0.14546621959049724
64,1,Two year,Mailed check,68.3,4378.8,0,0.0155978806979081
70,0,Two year,Bank transfer (automatic),48.4,3442.8,0,0.014058324619495757
2,1,Month-to-month,Electronic check,94.0,181.7,1,0.5173362685745735
67,1,Two year,Electronic check,105.05,7171.7,0,0.014647851973730077
45,1,Month-to-month,Credit card (automatic),89.3,4016.85,1,0.02223135043628714
24,1,Two year,Credit card (automatic),25.15,553.0,0,0.04547920433996383
4,1,Two year,Credit card (automatic),19.5,96.85,0,0.20134228187919465
44,1,Month-to-month,Bank transfer (automatic),92.95,4122.9,0,0.022544810691503558
72,1,Two year,Mailed check,20.7,1482.3,0,0.013964784456587736
1,1,Month-to-month,Credit card (automatic),74.3,74.3,1,1.0
66,1,Two year,Bank transfer (automatic),19.35,1240.8,0,0.01559477756286267
1,0,Month-to-month,Mailed check,44.65,44.65,1,1.0
13,1,Month-to-month,Electronic check,84.05,1095.3,1,0.07673696704099334
10,1,Month-to-month,Bank transfer (automatic),80.7,788.8,1,0.10230730223123734
65,1,Month-to-month,Electronic check,104.35,6578.55,0,0.01586215807434769
1,1,Month-to-month,Mailed check,19.55,19.55,0,1.0
38,1,One year,Electronic check,74.05,2802.3,0,0.02642472254933447
23,0,Two year,Mailed check,40.1,857.75,0,0.04675021859516176
10,1,One year,Mailed check,20.1,184.4,0,0.10900216919739697
4,1,Month-to-month,Electronic check,101.7,364.55,1,0.27897407762995474
72,1,Two year,Credit card (automatic),83.55,6093.3,0,0.01371178179311703
35,1,Month-to-month,Electronic check,56.85,1861.1,0,0.030546451023588203
1,1,Month-to-month,Mailed check,20.4,20.4,1,1.0
58,1,Two year,Credit card (automatic),19.55,1079.65,0,0.01810772009447506
70,1,One year,Electronic check,106.15,7475.1,0,0.014200478923358885
38,1,One year,Credit card (automatic),78.95,2862.55,0,0.02758030427416115
60,0,Month-to-month,Electronic check,49.75,3069.45,0,0.016208115460424506
26,1,Month-to-month,Credit card (automatic),92.4,2349.8,0,0.0393224955315346
8,1,One year,Bank transfer (automatic),58.2,469.25,0,0.12402770378263187
41,1,One year,Electronic check,102.6,4213.35,1,0.0243511694969561
36,1,Month-to-month,Credit card (automatic),91.95,3301.05,0,0.027854773481165083
54,1,One year,Bank transfer (automatic),65.25,3529.95,0,0.018484681086134366
71,1,Two year,Bank transfer (automatic),106.0,7723.7,1,0.013723992387068375
55,1,Month-to-month,Electronic check,73.1,4144.9,0,0.01763613114912302
72,1,Two year,Bank transfer (automatic),59.75,4265.0,0,0.014009378663540446
3,1,Month-to-month,Mailed check,55.1,154.65,1,0.3562883931458131
54,1,Two year,Bank transfer (automatic),59.8,3246.45,0,0.018420120439249028
72,1,Two year,Bank transfer (automatic),116.6,8337.45,0,0.013985091364865754
52,1,Two year,Electronic check,109.3,5731.4,0,0.01907038419932303
60,1,One year,Bank transfer (automatic),101.4,6176.6,0,0.016416798886118578
39,0,Month-to-month,Credit card (automatic),50.65,1905.4,0,0.026582344914453656
15,1,One year,Mailed check,56.15,931.9,0,0.060253246056443825
69,1,Two year,Bank transfer (automatic),106.5,7348.8,1,0.014492161985630306
43,1,One year,Mailed check,19.2,776.25,0,0.024734299516908212
63,1,One year,Bank transfer (automatic),83.0,5243.05,0,0.015830480350177853
2,1,Month-to-month,Electronic check,70.1,141.65,0,0.49488175079421104
72,1,Two year,Bank transfer (automatic),108.3,7679.65,0,0.014102205178621421
32,1,Month-to-month,Bank transfer (automatic),91.05,2954.5,1,0.03081739719072601
